"92,92,101"
"92,92,100"
"94,91,100"
"93,90,97"
"117,112,120"
"127,123,129"
"123,120,125"
"124,121,126"
"125,123,127"
"125,123,127"
"126,125,128"
"127,125,128"
"124,122,126"
"122,120,124"
"123,120,125"
"126,124,128"
"127,125,128"
"127,125,128"
"126,124,128"
"127,125,129"
"128,126,130"
"91,93,102"
"94,94,103"
"90,88,97"
"95,92,100"
"119,115,122"
"128,124,130"
"126,124,128"
"125,123,127"
"125,124,128"
"127,125,129"
"127,126,129"
"128,126,129"
"125,124,127"
"123,121,125"
"123,122,126"
"126,125,129"
"127,125,129"
"127,126,129"
"126,125,128"
"126,125,128"
"127,126,130"
"90,92,101"
"90,90,100"
"94,91,101"
"98,95,103"
"122,118,126"
"124,120,126"
"128,125,130"
"126,124,128"
"129,128,132"
"128,127,131"
"127,127,130"
"127,126,129"
"125,124,128"
"123,122,126"
"124,123,127"
"126,125,129"
"127,126,130"
"129,128,131"
"127,126,130"
"126,125,129"
"128,127,131"
"88,90,99"
"87,87,97"
"96,92,102"
"100,96,105"
"121,117,124"
"120,117,123"
"121,118,123"
"123,121,126"
"125,124,127"
"125,124,127"
"123,123,126"
"124,124,127"
"124,124,128"
"121,121,125"
"123,122,126"
"127,126,130"
"126,125,129"
"125,124,128"
"125,123,128"
"125,123,128"
"127,126,130"
"87,89,99"
"90,90,100"
"95,91,101"
"97,93,101"
"119,116,124"
"123,121,126"
"119,117,122"
"119,118,122"
"119,120,122"
"121,121,124"
"123,123,126"
"122,123,126"
"125,125,129"
"124,124,128"
"121,121,125"
"123,123,127"
"121,121,125"
"119,119,123"
"122,121,125"
"123,122,126"
"124,123,127"
"88,90,100"
"90,90,101"
"96,93,103"
"94,90,98"
"115,113,120"
"123,122,128"
"119,120,124"
"117,118,121"
"118,120,121"
"119,121,123"
"120,122,124"
"116,117,120"
"116,117,120"
"115,116,120"
"115,115,120"
"115,116,120"
"116,117,120"
"116,117,120"
"118,119,123"
"120,121,125"
"122,122,126"
"86,88,98"
"90,90,100"
"97,93,103"
"98,94,103"
"111,109,116"
"120,120,126"
"113,114,118"
"115,117,120"
"118,120,122"
"118,121,122"
"118,121,123"
"115,117,121"
"114,116,120"
"111,113,117"
"107,108,113"
"113,114,120"
"119,121,125"
"117,118,122"
"116,118,122"
"119,120,124"
"121,122,126"
"88,90,100"
"90,90,100"
"98,93,104"
"102,98,107"
"110,108,116"
"116,117,123"
"112,114,119"
"113,115,119"
"116,118,121"
"116,118,121"
"114,116,120"
"110,112,117"
"109,111,116"
"109,110,116"
"109,111,117"
"111,113,119"
"114,115,121"
"113,115,120"
"116,117,122"
"117,118,123"
"118,119,124"
"90,93,103"
"89,89,99"
"98,94,104"
"106,102,111"
"109,108,115"
"114,115,121"
"108,110,116"
"111,113,118"
"114,116,120"
"114,116,120"
"111,113,118"
"110,112,118"
"108,110,116"
"109,110,117"
"111,112,119"
"111,112,118"
"110,111,118"
"112,113,119"
"116,116,122"
"116,116,122"
"116,116,122"
"88,90,100"
"87,87,97"
"97,93,103"
"110,106,115"
"107,106,114"
"113,114,121"
"111,112,118"
"111,112,118"
"112,114,119"
"112,113,119"
"110,111,117"
"110,111,118"
"108,110,116"
"108,109,116"
"110,111,117"
"109,111,117"
"108,109,116"
"110,111,117"
"114,115,121"
"114,115,121"
"113,114,120"
"88,91,101"
"86,86,96"
"97,93,103"
"113,109,118"
"106,106,113"
"110,111,117"
"111,112,118"
"111,112,118"
"111,113,119"
"109,110,117"
"107,108,115"
"109,110,117"
"107,108,115"
"108,109,116"
"109,111,117"
"108,109,116"
"107,108,114"
"111,111,118"
"115,116,122"
"113,114,120"
"111,112,118"
"88,90,100"
"85,85,95"
"99,95,105"
"116,111,121"
"107,107,114"
"109,110,116"
"110,111,117"
"110,111,117"
"109,110,117"
"109,110,116"
"110,111,117"
"110,111,117"
"108,109,115"
"109,110,117"
"109,111,117"
"108,109,116"
"109,110,116"
"111,112,118"
"112,113,119"
"111,112,118"
"109,110,117"
"84,86,96"
"89,89,99"
"99,96,105"
"113,109,118"
"108,108,115"
"108,109,116"
